StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q5,Q16,Q18,Q17,Q20,Q19,Q21,Q22,Q24,Q23,Q26,Q25,Q27,Q29,Q30,Q28,Q9,Q10,Q11,Q12,Q13_1
2021-11-14 17:35:54,2021-11-14 17:36:38,IP Address,65.112.8.56,100,44,True,2021-11-14 17:36:38,R_NVmhLq2lXSfR12F,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Hardly at all,No,,,,,,,,,,Somewhat more likely,Somewhat more likely,Much less likely,,,,,,,Single,White,Female,Somewhat Conservative,7.2
2021-11-14 17:36:25,2021-11-14 17:37:01,IP Address,65.112.8.29,100,35,True,2021-11-14 17:37:01,R_2viSHylRmhlyiVy,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,Much less likely,Much less likely,Much less likely,,,,,,,,,,Single,White,Non-binary,,10
2021-11-14 17:36:03,2021-11-14 17:39:21,IP Address,89.187.175.14,100,198,True,2021-11-14 17:39:22,R_2zBj4t1tWzLacp3,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,1,Never,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Much more likely,Much less likely,,,,Single,Other,Male,Very Liberal,5
2021-11-14 17:39:34,2021-11-14 17:41:14,IP Address,65.112.8.61,100,99,True,2021-11-14 17:41:14,R_1eDhnFSJhZqZit0,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Very often,Most of the time,Yes,Much more likely,Much more likely,Much less likely,,,,,,,,,,,,,,,,Other,White,Male,Very Liberal,10
2021-11-14 17:49:52,2021-11-14 17:50:56,IP Address,107.77.226.82,100,64,True,2021-11-14 17:50:57,R_3qdrDoUIOffIixR,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,No,,,,,,,,,,,,,Unchanged,Unchanged,Unchanged,,,,Single,White,Female,Moderate,5
2021-11-14 17:53:03,2021-11-14 17:53:45,IP Address,65.112.8.31,100,42,True,2021-11-14 17:53:46,R_3HBtOl05pI0N9HH,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Hardly at all,No,,,,Much less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,Other,Black or African American,Female,Somewhat Liberal,7.5
2021-11-14 17:52:24,2021-11-14 17:54:04,IP Address,65.112.8.20,100,100,True,2021-11-14 17:54:04,R_2CKDRMByDEL0zmY,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,,,,,,,,,,,,,,,,Somewhat more likely,Much less likely,Unchanged,Single,Black or African American,Male,Moderate,7.5
2021-11-14 17:55:47,2021-11-14 17:56:32,IP Address,65.112.8.51,100,44,True,2021-11-14 17:56:32,R_pAdB5MucwEs07LP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,Single,White,Female,Very Liberal,6.9
2021-11-14 17:58:24,2021-11-14 17:59:10,IP Address,140.247.183.178,100,45,True,2021-11-14 17:59:10,R_2QYa2cwzsau1juY,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Most of the time,Yes,,,,,,,Unchanged,Unchanged,Somewhat more likely,,,,,,,,,,Single,White,Male,Moderate,8
2021-11-14 18:00:03,2021-11-14 18:01:45,IP Address,65.112.8.24,100,101,True,2021-11-14 18:01:45,R_2y9PLf4htFrqHRZ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,Yes,,,,,,,,,,,,,Unchanged,Unchanged,Much less likely,,,,Single,Other,Female,Somewhat Liberal,6
2021-11-14 18:03:10,2021-11-14 18:03:53,IP Address,65.112.8.53,100,42,True,2021-11-14 18:03:53,R_2dQpyGoyk6Rtwb2,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Some of the time,Yes,,,,,,,,,,Much more likely,Somewhat less likely,Much less likely,,,,,,,Single,Hispanic,Male,Very Liberal,6.2
2021-11-14 18:07:40,2021-11-14 18:08:39,IP Address,65.112.8.54,100,58,True,2021-11-14 18:08:39,R_3oT86ROrDmTuBWj,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,Somewhat more likely,Somewhat less likely,Unchanged,,,,,,,,,,,,,,,,,6
2021-11-14 18:13:07,2021-11-14 18:13:51,IP Address,76.119.239.141,100,44,True,2021-11-14 18:13:51,R_yJYk6wBKBpzqRFL,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,1,Never,Most of the time,No,,,,,,,,,,,,,Somewhat less likely,Unchanged,Much less likely,,,,Single,Other,Female,Very Liberal,6.9
2021-11-14 18:14:03,2021-11-14 18:14:53,IP Address,65.112.8.20,100,49,True,2021-11-14 18:14:53,R_1KrR9sPH6s4Yt4t,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,Yes,,,,,,,,,,Somewhat more likely,Unchanged,Somewhat less likely,,,,,,,Single,White,Male,Very Liberal,8.9
2021-11-14 18:20:14,2021-11-14 18:21:20,IP Address,65.112.8.21,100,66,True,2021-11-14 18:21:20,R_SCyimYn1c1TraX7,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Some of the time,Yes,Somewhat less likely,Unchanged,Somewhat more likely,,,,,,,,,,,,,,,,Single,White,Male,Somewhat Liberal,6.5
2021-11-14 18:20:13,2021-11-14 18:21:43,IP Address,65.112.8.24,100,89,True,2021-11-14 18:21:43,R_3EW5oditMXsYhJd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Hardly at all,No,,,,,,,Somewhat more likely,Somewhat less likely,Unchanged,,,,,,,,,,Single,White,Male,Somewhat Liberal,7
2021-11-14 18:21:57,2021-11-14 18:22:59,IP Address,65.112.8.52,100,61,True,2021-11-14 18:22:59,R_3nNq1xT9cyExNwR,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Unchanged,Much less likely,Unchanged,Single,White,Female,Somewhat Liberal,6.5
2021-11-14 18:20:42,2021-11-14 18:25:30,IP Address,65.112.8.26,100,288,True,2021-11-14 18:25:30,R_ToQrlyM939FDRO9,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,Much less likely,Much more likely,Somewhat more likely,,,,,,,,,,,,,Single,Other,Female,Very Liberal,6.5
2021-11-14 18:28:09,2021-11-14 18:29:48,IP Address,107.142.10.21,100,99,True,2021-11-14 18:29:48,R_rr5xiVnaZkxg2Bz,,,,,34.1282958984375,-118.05139923095703125,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,7
2021-11-14 18:29:45,2021-11-14 18:30:22,IP Address,107.77.226.166,100,37,True,2021-11-14 18:30:22,R_2B4XrfgO1FeZRQ6,,,,,40.8621978759765625,-73.89019775390625,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,No,,,,Much more likely,Much less likely,Somewhat more likely,,,,,,,,,,,,,Single,White,Male,Very Conservative,8
2021-11-14 18:51:14,2021-11-14 18:52:10,IP Address,65.112.8.25,100,55,True,2021-11-14 18:52:10,R_2X0DxQJAYTAsOHh,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,,,,,,,,,,Somewhat more likely,Much less likely,Much less likely,,,,,,,Single,Asian/Pacific Islander,Female,Very Liberal,5.8
2021-11-14 19:12:48,2021-11-14 19:14:15,IP Address,65.112.8.54,100,87,True,2021-11-14 19:14:15,R_3j87NJnm0Q2IFp3,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Somewhat more likely,In an exclusive relationship,White,Male,Very Liberal,7.5
2021-11-14 19:22:16,2021-11-14 19:23:54,IP Address,65.112.8.49,100,97,True,2021-11-14 19:23:54,R_3dVWruFartcxXPp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,In an exclusive relationship,Asian/Pacific Islander,Male,Somewhat Liberal,6.8
2021-11-14 19:36:12,2021-11-14 19:37:11,IP Address,65.112.8.18,100,59,True,2021-11-14 19:37:12,R_2cuD370V981DsaK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,Much less likely,Much less likely,Much more likely,,,,,,,,,,,,,,,,Single,Black or African American,Female,Somewhat Liberal,7
2021-11-14 19:36:06,2021-11-14 19:37:19,IP Address,65.112.8.56,100,72,True,2021-11-14 19:37:19,R_2QmPfPRG2nv0jUK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Some of the time,No,Somewhat less likely,Somewhat less likely,Somewhat less likely,,,,,,,,,,,,,,,,Single,Hispanic,Male,Somewhat Liberal,7.5
2021-11-14 19:40:01,2021-11-14 19:40:46,IP Address,65.112.8.20,100,45,True,2021-11-14 19:40:47,R_ZqSe5nXti5UdAPf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,Yes,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,Single,White,Male,Somewhat Liberal,3
2021-11-14 20:24:51,2021-11-14 20:25:46,IP Address,65.112.8.52,100,54,True,2021-11-14 20:25:46,R_2uqeC3RCpEuS5Ob,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,No,,,,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat less likely,,,,,,,Single,Black or African American,Female,Somewhat Liberal,6
2021-11-14 20:38:34,2021-11-14 20:39:39,IP Address,65.96.172.100,100,65,True,2021-11-14 20:39:40,R_1fZLXzDYE6Qf4Ur,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,1,Very often,Most of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,Single,White,Female,Very Liberal,8.2
2021-11-14 20:47:33,2021-11-14 20:48:50,IP Address,65.112.8.28,100,77,True,2021-11-14 20:48:51,R_3feM0aXuxFMDm6f,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,Much less likely,Somewhat more likely,Somewhat more likely,,,,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,8
2021-11-14 21:19:37,2021-11-14 21:20:18,IP Address,185.217.69.132,100,41,True,2021-11-14 21:20:18,R_1Gw6hKb8kaBNZ6C,,,,,40.7104949951171875,-74.01290130615234375,anonymous,EN,1,Never,Only now and then,Yes,,,,,,,,,,,,,Unchanged,Unchanged,Somewhat less likely,,,,In an exclusive relationship,White,Male,Somewhat Liberal,6
2021-11-14 22:23:17,2021-11-14 22:24:24,IP Address,65.112.8.48,100,66,True,2021-11-14 22:24:24,R_6Kba9HNRj85SFkl,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,,,,In an exclusive relationship,White,Male,Somewhat Liberal,0
2021-11-14 22:26:44,2021-11-14 22:28:18,IP Address,65.112.8.55,100,93,True,2021-11-14 22:28:18,R_25TKOOQGvjII30x,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,Much less likely,Unchanged,Unchanged,,,,,,,,,,,,,Single,White,Female,Very Liberal,6.5
2021-11-15 04:52:18,2021-11-15 04:53:58,IP Address,172.58.187.90,100,100,True,2021-11-15 04:53:58,R_5q1dCAfoE6rynC1,,,,,38.842803955078125,-77.089996337890625,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,No,,,,,,,,,,,,,,,,Unchanged,Somewhat less likely,Somewhat more likely,Single,White,Female,Somewhat Liberal,7
2021-11-15 05:02:11,2021-11-15 05:03:12,IP Address,65.112.8.24,100,60,True,2021-11-15 05:03:12,R_Z3nU7QNxt4sm5gJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,No,Unchanged,Somewhat more likely,Unchanged,,,,,,,,,,,,,,,,Single,Asian/Pacific Islander,Female,Moderate,7
2021-11-15 09:17:30,2021-11-15 09:18:31,IP Address,65.112.8.54,100,61,True,2021-11-15 09:18:32,R_3MtYH5qxMZtX2sr,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Hardly at all,No,,,,,,,Much more likely,Much less likely,Unchanged,,,,,,,,,,Single,White,Male,Somewhat Liberal,7.1
2021-11-15 10:32:26,2021-11-15 10:33:28,IP Address,65.112.8.23,100,61,True,2021-11-15 10:33:28,R_3PTExASq6FdRK87,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,Unchanged,Much more likely,Much less likely,,,,Single,Asian/Pacific Islander,Female,Very Liberal,6.5
2021-11-15 14:05:49,2021-11-15 14:06:56,IP Address,65.112.8.56,100,66,True,2021-11-15 14:06:56,R_3n95TOfnCt861tG,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Very often,Most of the time,Yes,,,,,,,Much more likely,Much less likely,Somewhat less likely,,,,,,,,,,Single,Native American,Male,Very Liberal,7.6
2021-11-15 14:01:49,2021-11-15 14:57:08,IP Address,73.69.138.68,100,3318,True,2021-11-15 14:57:09,R_2TZbemEGPvWH55w,,,,,42.39959716796875,-71.124603271484375,anonymous,EN,1,Never,Only now and then,No,,,,,,,,,,,,,,,,Much less likely,Much less likely,Somewhat less likely,In an exclusive relationship,White,Female,Somewhat Liberal,7
2021-11-18 14:12:54,2021-11-18 14:13:34,IP Address,65.112.8.22,100,40,True,2021-11-18 14:13:34,R_1K6CgedarXvQsmK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,Much less likely,Much less likely,Somewhat more likely,,,,,,,,,,,,,,,,Single,Asian/Pacific Islander,Female,Very Liberal,9.1
2021-11-18 14:12:40,2021-11-18 14:13:35,IP Address,174.242.76.5,100,54,True,2021-11-18 14:13:35,R_3EbuTNu0dLdPZ4D,,,,,42.2902984619140625,-71.079803466796875,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,,,,Much less likely,Much more likely,Somewhat less likely,,,,,,,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,8
2021-11-18 14:12:51,2021-11-18 14:13:49,IP Address,107.77.225.109,100,58,True,2021-11-18 14:13:50,R_3IWWfQdDliewRzK,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,No,,,,,,,,,,Somewhat less likely,Unchanged,Somewhat less likely,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Male,Somewhat Conservative,10
2021-11-18 14:13:02,2021-11-18 14:13:55,IP Address,65.112.8.19,100,53,True,2021-11-18 14:13:56,R_2w0G3Pwo96NZgJv,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,Much less likely,Somewhat more likely,Somewhat more likely,,,,,,,,,,,,,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,6.5
2021-11-18 14:13:13,2021-11-18 14:14:09,IP Address,65.112.9.14,100,56,True,2021-11-18 14:14:10,R_3MPXwskyd7uNY2A,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,,,,,,,Much more likely,Somewhat less likely,Much less likely,,,,,,,Single,Asian/Pacific Islander,Female,Very Liberal,8
2021-11-18 14:12:52,2021-11-18 14:14:15,IP Address,107.126.32.184,100,82,True,2021-11-18 14:14:15,R_2P5Q7Pmuhojyg5e,,,,,38.3863983154296875,-82.29900360107421875,anonymous,EN,1,Sometimes,Only now and then,No,,,,Unchanged,Somewhat less likely,Unchanged,,,,,,,,,,,,,Single,White,Male,Moderate,10
2021-11-18 14:13:44,2021-11-18 14:14:34,IP Address,65.112.8.29,100,50,True,2021-11-18 14:14:34,R_1mqPSMSeCuCEmFy,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,,,,,,,Much more likely,Somewhat less likely,Somewhat less likely,In an exclusive relationship,White,Male,Moderate,9
2021-11-18 14:13:26,2021-11-18 14:14:35,IP Address,65.112.8.20,100,68,True,2021-11-18 14:14:35,R_1F3Mnin4Yn7F6TX,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Some of the time,Yes,,,,,,,Somewhat more likely,Somewhat less likely,Unchanged,,,,,,,,,,Other,Asian/Pacific Islander,Female,Moderate,6.5
2021-11-18 14:14:02,2021-11-18 14:15:09,IP Address,65.112.8.18,100,67,True,2021-11-18 14:15:10,R_31YKsiBvwxhh4yb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,Single,White,Male,Very Liberal,5.5
2021-11-18 14:14:09,2021-11-18 14:15:29,IP Address,65.112.8.17,100,79,True,2021-11-18 14:15:29,R_1OSGWT5iSyGJthB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,Much less likely,Unchanged,Somewhat more likely,,,,,,,,,,,,,,,,In an exclusive relationship,Hispanic,Male,Very Liberal,7
2021-11-18 14:17:59,2021-11-18 14:19:06,IP Address,128.103.24.16,100,66,True,2021-11-18 14:19:06,R_77IHRbgQTc1omLD,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,Much less likely,Much less likely,Much less likely,,,,Single,Asian/Pacific Islander,Female,Moderate,0
2021-11-18 14:19:34,2021-11-18 14:20:05,IP Address,65.112.8.48,100,31,True,2021-11-18 14:20:06,R_3RdB2EvBd4ByVHL,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,Yes,,,,Much less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Male,Very Liberal,8.1
2021-11-18 14:20:35,2021-11-18 14:21:52,IP Address,65.112.8.29,100,76,True,2021-11-18 14:21:52,R_8oFuHEtnrqJWA3D,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,Single,White,Female,Very Liberal,6.5
2021-11-18 14:21:44,2021-11-18 14:22:58,IP Address,65.112.8.56,100,74,True,2021-11-18 14:22:59,R_2s6gcEbrIwbTCx0,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Much more likely,In an exclusive relationship,Asian/Pacific Islander,Female,Very Liberal,7.4
2021-11-18 14:22:40,2021-11-18 14:23:12,IP Address,65.112.8.59,100,31,True,2021-11-18 14:23:12,R_1i4qhL3S03Fvuca,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,Much less likely,Somewhat less likely,Much more likely,,,,,,,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,7
2021-11-18 14:22:23,2021-11-18 14:23:23,IP Address,107.77.225.95,100,60,True,2021-11-18 14:23:23,R_XyN2xRqdflPEo25,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,Much more likely,Much less likely,Somewhat less likely,,,,,,,,,,In an exclusive relationship,White,Non-binary,Very Liberal,9
2021-11-18 14:22:42,2021-11-18 14:23:40,IP Address,174.196.202.34,100,57,True,2021-11-18 14:23:40,R_BrkqBHs9ppJEQa5,,,,,42.3473968505859375,-71.158203125,anonymous,EN,1,Rarely,Most of the time,Yes,,,,Unchanged,Unchanged,Unchanged,,,,,,,,,,,,,Single,Native American,Male,Somewhat Liberal,6.5
2021-11-18 14:23:17,2021-11-18 14:24:48,IP Address,65.112.8.57,100,90,True,2021-11-18 14:24:48,R_29sHARTqKMs0544,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,No,,,,,,,,,,Somewhat more likely,Somewhat more likely,Much less likely,,,,,,,Other,White,Male,Somewhat Liberal,
2021-11-18 14:27:52,2021-11-18 14:28:54,IP Address,65.112.8.31,100,62,True,2021-11-18 14:28:55,R_1M2yhokmldGj5bb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Only now and then,No,,,,,,,,,,,,,Unchanged,Somewhat more likely,Much less likely,,,,In an exclusive relationship,White,Female,Somewhat Liberal,8.1
2021-11-18 14:29:09,2021-11-18 14:30:04,IP Address,24.62.28.190,100,54,True,2021-11-18 14:30:04,R_3DvHhjjno8O7NEW,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,1,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Much less likely,Much less likely,Somewhat more likely,In an exclusive relationship,White,Female,Very Liberal,5
2021-11-18 14:29:47,2021-11-18 14:30:35,IP Address,65.112.8.60,100,47,True,2021-11-18 14:30:35,R_D30rBtyUGM9T7Nv,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,Unchanged,Somewhat less likely,Unchanged,,,,,,,,,,In an exclusive relationship,White,Female,Somewhat Liberal,5.5
2021-11-18 14:33:21,2021-11-18 14:34:27,IP Address,65.112.8.21,100,66,True,2021-11-18 14:34:28,R_0HWsLAJAnXMpvm9,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,Somewhat less likely,Much more likely,Somewhat more likely,,,,,,,Single,White,Male,Somewhat Conservative,7.1
2021-11-18 14:33:39,2021-11-18 14:34:46,IP Address,65.112.8.50,100,66,True,2021-11-18 14:34:46,R_pDZqB7V3nCLCS1r,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,,,,Much more likely,Unchanged,Unchanged,Single,Other,Female,Moderate,7
2021-11-18 14:34:26,2021-11-18 14:35:23,IP Address,65.112.8.29,100,57,True,2021-11-18 14:35:23,R_bkJIywDkcWBNrep,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,Somewhat less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,,,,Single,White,Male,Somewhat Liberal,6.1
2021-11-18 14:38:35,2021-11-18 14:39:34,IP Address,174.249.34.64,100,58,True,2021-11-18 14:39:34,R_eA8z4GR32sAW89P,,,,,42.365997314453125,-71.2270965576171875,anonymous,EN,1,Never,Only now and then,No,,,,,,,,,,,,,Somewhat more likely,Much more likely,Much less likely,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,7
2021-11-18 14:39:07,2021-11-18 14:40:17,IP Address,65.112.8.22,100,70,True,2021-11-18 14:40:17,R_UydgHZhQwf7z4op,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Most of the time,Yes,,,,Much less likely,Much more likely,Much less likely,,,,,,,,,,,,,Single,Hispanic,Female,Very Liberal,7.5
2021-11-18 14:42:34,2021-11-18 14:43:57,IP Address,65.112.8.51,100,82,True,2021-11-18 14:43:57,R_3PHtl479euxF8PF,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Some of the time,Yes,,,,,,,,,,,,,,,,Somewhat more likely,Unchanged,Unchanged,Single,White,Male,Moderate,7
2021-11-18 14:44:14,2021-11-18 14:44:53,IP Address,65.112.8.20,100,38,True,2021-11-18 14:44:53,R_33xoYle2A3i0r0Z,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Only now and then,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,In an exclusive relationship,White,Male,Very Liberal,9.1
2021-11-18 15:00:49,2021-11-18 15:02:44,IP Address,65.112.8.59,100,114,True,2021-11-18 15:02:44,R_1f9mTgdyiYo4KTw,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Most of the time,Yes,Much more likely,Somewhat more likely,Much less likely,,,,,,,,,,,,,,,,Single,Hispanic,Male,Very Liberal,10
2021-11-18 15:03:00,2021-11-18 15:04:03,IP Address,65.112.8.56,100,63,True,2021-11-18 15:04:04,R_p5AVWPs83EnO2fD,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Hardly at all,No,,,,,,,,,,,,,Much less likely,Somewhat more likely,Somewhat more likely,,,,Single,Hispanic,Male,Moderate,3
2021-11-18 15:18:24,2021-11-18 15:19:19,IP Address,65.112.8.29,100,54,True,2021-11-18 15:19:19,R_2wN4fQUIFTKdjbv,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,No,,,,,,,,,,Somewhat more likely,Somewhat more likely,Much less likely,,,,,,,Single,Asian/Pacific Islander,Male,Somewhat Conservative,7.5
2021-11-18 15:29:03,2021-11-18 15:31:12,IP Address,65.112.8.57,100,129,True,2021-11-18 15:31:12,R_1rB527tUvtdiClN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,In an exclusive relationship,White,Male,Somewhat Liberal,8
2021-11-18 15:49:43,2021-11-18 15:52:03,IP Address,172.58.219.228,100,140,True,2021-11-18 15:52:04,R_2V1Nn2H6D9bIMOg,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,In an exclusive relationship,White,Female,Very Liberal,8.5
2021-11-18 15:52:45,2021-11-18 15:53:44,IP Address,65.112.8.29,100,58,True,2021-11-18 15:53:45,R_33apr3Y2oveKro8,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,,,,,,,Much less likely,Much less likely,Much more likely,In an exclusive relationship,White,Non-binary,Very Liberal,6
2021-11-18 16:08:58,2021-11-18 16:10:15,IP Address,65.112.8.54,100,77,True,2021-11-18 16:10:16,R_3PNsK3v8erCjsG6,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,Yes,,,,Somewhat less likely,Unchanged,Unchanged,,,,,,,,,,,,,Single,White,Male,Somewhat Liberal,8
